event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
SOM50225,"25 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,"Lower Juba",Jamaame,,Kamjaroon,0.0742,42.5899,1,"AFRICOM; Caasimada; Goobjoob; Hiiraan (Somalia); Horseed Media; Radio Kulmiye; Shabelle Media Network; Somali News Agency; Undisclosed Source","Local partner-Other","On 25 May 2025, US forces, in coordination with government security forces (Danab) and Jubaland security forces, conducted airstrike targeting Al Shabaab positions in Kamjaroon village (Jamaame, Lower Juba). The operation successfully destroyed multiple Al Shabaab command centers in the area. The local Al Shabaab Governor (Head of Finances) and 4 of his staff members were killed.",5,,1748907941,
SOM50227,"25 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Ceel-Cali-Axmed,4.0336,46.3277,1,"Radio Kulmiye",National,"On 25 May 2025, Al Shabaab attack against government security forces (SNA) and Hawadle clan militia and engaged them in an armed clash in Ceel-Cali-Axmed village (Bulo Burto, Hiraan). Casualties unknown.",0,,1748907941,731
SOM50227,"25 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)","Hawadle Clan Militia (Somalia)",1,12,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Ceel-Cali-Axmed,4.0336,46.3277,1,"Radio Kulmiye",National,"On 25 May 2025, Al Shabaab attack against government security forces (SNA) and Hawadle clan militia and engaged them in an armed clash in Ceel-Cali-Axmed village (Bulo Burto, Hiraan). Casualties unknown.",0,,1748907941,731
SOM50228,"25 May 2025",2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,27,"Civilian targeting",706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Ceel-Cali-Axmed,4.0336,46.3277,1,"Radio Kulmiye",National,"On 25 May 2025, an IED planted by Al Shabaab exploded, targeting civilian pastoralist in the vicinity of Ceel-Cali-Axmed village (Bulo Burto, Hiraan). An unspecified number of civilians were injured and animals were killed.",0,,1748907941,731
SOM50228,"25 May 2025",2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Civilians (Somalia)","Pastoralists (Somalia)",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Ceel-Cali-Axmed,4.0336,46.3277,1,"Radio Kulmiye",National,"On 25 May 2025, an IED planted by Al Shabaab exploded, targeting civilian pastoralist in the vicinity of Ceel-Cali-Axmed village (Bulo Burto, Hiraan). An unspecified number of civilians were injured and animals were killed.",0,,1748907941,731
SOM50193,"24 May 2025",2025,1,"Strategic developments","Strategic developments",Agreement,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Middle Juba",Jilib,,Jilib,0.4833,42.7666,1,"Al Furqaan",National,"On 24 May 2025, Al Shabaab claimed that 1 government soldier (SNA) surrendered to Al Shabaab in Jilib town (Jilib, Middle Shabelle).",0,,1748907941,
SOM50193,"24 May 2025",2025,1,"Strategic developments","Strategic developments",Agreement,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Juba",Jilib,,Jilib,0.4833,42.7666,1,"Al Furqaan",National,"On 24 May 2025, Al Shabaab claimed that 1 government soldier (SNA) surrendered to Al Shabaab in Jilib town (Jilib, Middle Shabelle).",0,,1748907941,
SOM50199,"24 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Bakool,Waajid,,Waajid,3.8096,43.2463,1,"Undisclosed Source","Local partner-Other","On 24 May 2025, Al Shabaab carried out a hit-and-run attack against government security forces (SNA) at a base in Waajid town (Waajid, Bakool). The clash was initiated with multiple RPG rounds. 1 militant was killed.",1,,1748907941,25278
SOM50199,"24 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Bakool,Waajid,,Waajid,3.8096,43.2463,1,"Undisclosed Source","Local partner-Other","On 24 May 2025, Al Shabaab carried out a hit-and-run attack against government security forces (SNA) at a base in Waajid town (Waajid, Bakool). The clash was initiated with multiple RPG rounds. 1 militant was killed.",1,,1748907941,25278
SOM50200,"24 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Clan Militia (Somalia)",,4,47,"Civilian targeting",706,"Eastern Africa",Somalia,Gedo,Luuq,,Luuq,3.8,42.5446,1,"Undisclosed Source","Local partner-Other","On 24 May 2025, 5 gunmen (likely an Unidentified Clan Militia due to clan clashes in area) forcefully entered and opened gunfire shots into the air to ongoing MoH orientation session led by two NGO national staff in Luuq town (Luuq, Gedo). This was linked to tensions over MoH staff recruitment. There were no casualties.",0,,1748907941,6820
SOM50200,"24 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"Civilians (Somalia)","Aid Workers (Somalia)",7,47,"Civilian targeting",706,"Eastern Africa",Somalia,Gedo,Luuq,,Luuq,3.8,42.5446,1,"Undisclosed Source","Local partner-Other","On 24 May 2025, 5 gunmen (likely an Unidentified Clan Militia due to clan clashes in area) forcefully entered and opened gunfire shots into the air to ongoing MoH orientation session led by two NGO national staff in Luuq town (Luuq, Gedo). This was linked to tensions over MoH staff recruitment. There were no casualties.",0,,1748907941,6820
SOM50202,"24 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,"Buufow Bacaad",1.7493,44.7437,2,"Calamada; Somali Memo",Subnational-National,"On 24 May 2025, Al Shabaab ambushed a government security forces (SNA) convoy traveling along the Janaale road, near Buufow Bacaad village (Marka, Lower Shabelle). Al Shabaab claimed to have killed 3 soldiers and confiscated 2 weapons.",3,,1748907941,6015
SOM50202,"24 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,"Buufow Bacaad",1.7493,44.7437,2,"Calamada; Somali Memo",Subnational-National,"On 24 May 2025, Al Shabaab ambushed a government security forces (SNA) convoy traveling along the Janaale road, near Buufow Bacaad village (Marka, Lower Shabelle). Al Shabaab claimed to have killed 3 soldiers and confiscated 2 weapons.",3,,1748907941,6015
SOM50203,"24 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Moqokori,4.0625,46.1342,1,"Calamada; Somali Memo",National,"On 24 May 2025, Al Shabaab ambushed government security forces (SNA) and Hawadle clan militia and engaged them in an armed clash in the vicinity of Moqokori village (Bulo Burto, Hiraan). Al Shabaab claimed to have killed 1 soldier and 4 others were injured.",1,,1748907941,2291
SOM50203,"24 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)","Hawadle Clan Militia (Somalia)",1,12,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Moqokori,4.0625,46.1342,1,"Calamada; Somali Memo",National,"On 24 May 2025, Al Shabaab ambushed government security forces (SNA) and Hawadle clan militia and engaged them in an armed clash in the vicinity of Moqokori village (Bulo Burto, Hiraan). Al Shabaab claimed to have killed 1 soldier and 4 others were injured.",1,,1748907941,2291
SOM50206,"24 May 2025",2025,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of Somalia (2022-)",,1,17,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hamar Weyne",2.0337,45.34,1,"Baidoa News Agency; Caasimada; Garowe Online; Goobjoob; Hiiraan (Somalia); Radio Risala",Subnational-National,"On 24 May 2025, police forces arrested 11 journalists form Shabelle Media Network, SYL media, Goobjoob, Somali Cable, and Five (5) TV in Mogadishu - Hamar Weyne (Banadir). The arrest was over the covering of a media briefing from the opposition presidential candidates and opinions from the civilians about the President.",0,,1748907941,
SOM50206,"24 May 2025",2025,1,"Strategic developments","Strategic developments",Arrests,"Civilians (Somalia)","Journalists (Somalia); Labor Group (Somalia)",7,17,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hamar Weyne",2.0337,45.34,1,"Baidoa News Agency; Caasimada; Garowe Online; Goobjoob; Hiiraan (Somalia); Radio Risala",Subnational-National,"On 24 May 2025, police forces arrested 11 journalists form Shabelle Media Network, SYL media, Goobjoob, Somali Cable, and Five (5) TV in Mogadishu - Hamar Weyne (Banadir). The arrest was over the covering of a media briefing from the opposition presidential candidates and opinions from the civilians about the President.",0,,1748907941,
SOM50209,"24 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,Gedo,Baardheere,,Bardera,2.3385,42.2843,1,"Al Furqaan; Calamada; Radio Kulmiye; Somali Memo",National,"On 24 May 2025, overnight, Al Shabaab launched a probing attack against AUSSOM ENDF troops and engaged in an armed clash at a base in Bardera town (Baardheere, Gedo). Casualties unknown. Al Shabaab claimed responsibility.",0,,1748907941,15669
SOM50209,"24 May 2025",2025,1,"Political violence",Battles,"Armed clash","AUSSOM: Africa Union Support and Stabilisation Mission in Somalia (2025-) (Ethiopia)",,8,28,,706,"Eastern Africa",Somalia,Gedo,Baardheere,,Bardera,2.3385,42.2843,1,"Al Furqaan; Calamada; Radio Kulmiye; Somali Memo",National,"On 24 May 2025, overnight, Al Shabaab launched a probing attack against AUSSOM ENDF troops and engaged in an armed clash at a base in Bardera town (Baardheere, Gedo). Casualties unknown. Al Shabaab claimed responsibility.",0,,1748907941,15669
SOM50210,"24 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,Bay,Diinsoor,,Diinsoor,2.4074,42.9766,1,"Al Furqaan; Calamada; Somali Memo; Undisclosed Source","Local partner-Other","On 24 May 2025, overnight, Al Shabaab attacked AUSSOM ENDF troops and engaged them in an armed clash at a base in Diinsoor town (Diinsoor, Bay). There were no casualties and Al Shabaab claimed responsibility.",0,,1748907941,17962
SOM50210,"24 May 2025",2025,1,"Political violence",Battles,"Armed clash","AUSSOM: Africa Union Support and Stabilisation Mission in Somalia (2025-) (Ethiopia)",,8,28,,706,"Eastern Africa",Somalia,Bay,Diinsoor,,Diinsoor,2.4074,42.9766,1,"Al Furqaan; Calamada; Somali Memo; Undisclosed Source","Local partner-Other","On 24 May 2025, overnight, Al Shabaab attacked AUSSOM ENDF troops and engaged them in an armed clash at a base in Diinsoor town (Diinsoor, Bay). There were no casualties and Al Shabaab claimed responsibility.",0,,1748907941,17962
SOM50189,"23 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) National Intelligence and Security Agency","Military Forces of Somalia (2022-)",1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Awdheegle,1.9833,44.8333,1,"Radio Kulmiye",National,"On 23 May 2025, government security forces (NISA and SNA) attacked Al Shabaab and engaged them in an armed clash in Awdheegle village (Afgooye, Lower Shabelle). Casualties unknown.",0,,1748304027,1588
SOM50189,"23 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Awdheegle,1.9833,44.8333,1,"Radio Kulmiye",National,"On 23 May 2025, government security forces (NISA and SNA) attacked Al Shabaab and engaged them in an armed clash in Awdheegle village (Afgooye, Lower Shabelle). Casualties unknown.",0,,1748304027,1588
SOM50190,"23 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) National Intelligence and Security Agency","Military Forces of Somalia (2022-)",1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Bariirre,2.0476,44.8975,1,"Radio Kulmiye",National,"On 23 May 2025, government security forces (NISA and SNA) attacked Al Shabaab and engaged them in an armed clash in Bariirre village (Afgooye, Lower Shabelle). Casualties unknown.",0,,1748304027,1155
SOM50190,"23 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Bariirre,2.0476,44.8975,1,"Radio Kulmiye",National,"On 23 May 2025, government security forces (NISA and SNA) attacked Al Shabaab and engaged them in an armed clash in Bariirre village (Afgooye, Lower Shabelle). Casualties unknown.",0,,1748304027,1155
SOM50191,"23 May 2025",2025,1,"Strategic developments","Strategic developments",Agreement,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Kurtunwaarey,,Kurtunwaarey,1.6104,44.3329,1,"Somali Memo",National,"On 23 May 2025, Al Shabaab claimed that 1 government soldier (SNA) surrendered to Al Shabaab in Kurtunwaarey town (Kurtunwaarey, Lower Shabelle).",0,,1748907941,
SOM50191,"23 May 2025",2025,1,"Strategic developments","Strategic developments",Agreement,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Kurtunwaarey,,Kurtunwaarey,1.6104,44.3329,1,"Somali Memo",National,"On 23 May 2025, Al Shabaab claimed that 1 government soldier (SNA) surrendered to Al Shabaab in Kurtunwaarey town (Kurtunwaarey, Lower Shabelle).",0,,1748907941,
SOM50192,"23 May 2025",2025,1,"Strategic developments","Strategic developments",Agreement,"Al Shabaab",,2,24,,706,"Eastern Africa",Somalia,"Lower Juba",Jamaame,,Jamaame,0.0692,42.7382,1,"Al Furqaan",National,"On 23 May 2025, Al Shabaab claimed to have reached an agreement with Tuni clan militia in Jamaame town (Jamaame, Lower Juba). The clan militia agreed to support the militants in their ongoing operation.",0,,1748907941,
SOM50192,"23 May 2025",2025,1,"Strategic developments","Strategic developments",Agreement,"Tuni Clan Militia (Somalia)",,4,24,,706,"Eastern Africa",Somalia,"Lower Juba",Jamaame,,Jamaame,0.0692,42.7382,1,"Al Furqaan",National,"On 23 May 2025, Al Shabaab claimed to have reached an agreement with Tuni clan militia in Jamaame town (Jamaame, Lower Juba). The clan militia agreed to support the militants in their ongoing operation.",0,,1748907941,
SOM50197,"23 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"Dhulbahante Clan Militia (Somalia)",,4,47,"Civilian targeting",706,"Eastern Africa",Somalia,Togdheer,Burco,,Shangeed,8.414,46.1746,1,"Undisclosed Source","Local partner-Other","On 23 May 2025, Dhulbahante clan militia shot and injured 2 pastoralist from Habar Jeclo clan in Shangeed village (Burco, Togdheer). The motive was due to revenge between the two sides (coded separately).",0,,1748907941,132
SOM50197,"23 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"Civilians (Somalia)","Habar Jeclo Clan Group (Somalia); Pastoralists (Somalia)",7,47,"Civilian targeting",706,"Eastern Africa",Somalia,Togdheer,Burco,,Shangeed,8.414,46.1746,1,"Undisclosed Source","Local partner-Other","On 23 May 2025, Dhulbahante clan militia shot and injured 2 pastoralist from Habar Jeclo clan in Shangeed village (Burco, Togdheer). The motive was due to revenge between the two sides (coded separately).",0,,1748907941,132
SOM50198,"23 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Somalia (2022-)",,1,17,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Daynile",2.0576,45.2853,1,"Undisclosed Source","Local partner-Other","On 23 May 2025, government security forces (SNA) convoy end route from Ex-Control Afgooye to the Ministry of Defense, opened gunfire fire during a traffic congestion to clear the roadway at the Haanta-Dheer neighborhood, near the 77 military camps in Mogadishu - Daynile (Banadir). A female civilian bystander was injured.",0,,1748907941,16707
SOM50198,"23 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"Civilians (Somalia)",,7,17,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Daynile",2.0576,45.2853,1,"Undisclosed Source","Local partner-Other","On 23 May 2025, government security forces (SNA) convoy end route from Ex-Control Afgooye to the Ministry of Defense, opened gunfire fire during a traffic congestion to clear the roadway at the Haanta-Dheer neighborhood, near the 77 military camps in Mogadishu - Daynile (Banadir). A female civilian bystander was injured.",0,,1748907941,16707
SOM50204,"23 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Bay,Baydhaba,,"Gufguduud Burey",3.3147,43.4699,1,Calamada,Subnational,"On 23 May 2025, Al Shabaab carried out a hit-and-run attack against government security forces (SNA) and engaged them in an armed clash at a base in Gufguduud Burey village (Baydhaba, Bay). Casualties unknown. Al Shabaab claimed responsibility.",0,,1748907941,9505
SOM50204,"23 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Bay,Baydhaba,,"Gufguduud Burey",3.3147,43.4699,1,Calamada,Subnational,"On 23 May 2025, Al Shabaab carried out a hit-and-run attack against government security forces (SNA) and engaged them in an armed clash at a base in Gufguduud Burey village (Baydhaba, Bay). Casualties unknown. Al Shabaab claimed responsibility.",0,,1748907941,9505
SOM50205,"23 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"Abgal Clan Militia (Somalia)",,4,47,"Civilian targeting",706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Warshiikh,2.2983,45.798,2,"Caasimada; Radio Kulmiye",National,"On 23 May 2025, Abgal clan militia shot and killed 3 civilians from another clan in Ceelow village near Warshiikh village (Balcad, Middle Shabelle). The motive was due to clan revenge.",3,,1748907941,4105
SOM50205,"23 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"Civilians (Somalia)","Unidentified Clan Group (Somalia)",7,47,"Civilian targeting",706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Warshiikh,2.2983,45.798,2,"Caasimada; Radio Kulmiye",National,"On 23 May 2025, Abgal clan militia shot and killed 3 civilians from another clan in Ceelow village near Warshiikh village (Balcad, Middle Shabelle). The motive was due to clan revenge.",3,,1748907941,4105
SOM50207,"23 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Somalia (2022-) Puntland Dervish Force",,1,12,,706,"Eastern Africa",Somalia,Bari,Qandala,,"Buuraha Cali Miskat",10.8548,49.7434,1,"Radio Kulmiye",National,"On 23 May 2025, overnight, Puntland Dervish Force conducted an airstrike targeting Islamic State Somalia Province at a base in in Buuraha Cali Miskat (Qandala, Bari). Casualties unknown.",0,,1748907941,2407
SOM50207,"23 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Islamic State Somalia Province",,2,12,,706,"Eastern Africa",Somalia,Bari,Qandala,,"Buuraha Cali Miskat",10.8548,49.7434,1,"Radio Kulmiye",National,"On 23 May 2025, overnight, Puntland Dervish Force conducted an airstrike targeting Islamic State Somalia Province at a base in in Buuraha Cali Miskat (Qandala, Bari). Casualties unknown.",0,,1748907941,2407
SOM50188,"22 May 2025",2025,1,"Strategic developments","Strategic developments","Change to group/activity","Al Shabaab",,2,20,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Xawaadleey,2.5826,45.4894,1,"Radio Kulmiye",National,"Movement of forces: On 22 May 2025, Al Shabaab were sighted in the vicinity of Xawaadleey village (Balcad, Middle Shabelle).",0,,1748304027,
SOM50195,"22 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Cabdow Dibile",2.0864,45.0711,2,"Undisclosed Source","Local partner-Other","On 22 May 2025, suspected Al Shabaab clashed with government soldiers (SNA) on the road from Afgooye, near Cabdow Dibile village (Afgooye, Lower Shabelle), after the militants exploded an IED and the device missed its target. There were no casualties.",0,,1748907941,713
SOM50195,"22 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Cabdow Dibile",2.0864,45.0711,2,"Undisclosed Source","Local partner-Other","On 22 May 2025, suspected Al Shabaab clashed with government soldiers (SNA) on the road from Afgooye, near Cabdow Dibile village (Afgooye, Lower Shabelle), after the militants exploded an IED and the device missed its target. There were no casualties.",0,,1748907941,713
SOM50196,"22 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Unidentified Military Forces",,8,28,,706,"Eastern Africa",Somalia,Bari,Qandala,,"Buuraha Cali Miskat",10.8548,49.7434,1,"Undisclosed Source","Local partner-Other","On 22 May 2025, international forces (described as allied forces, coded as Unidentified Military Forces), conducted an airstrike targeting Islamic State Somalia Province at a base in Wangamle area in Buuraha Cali Miskat (Qandala, Bari). Casualties unknown.",0,,1748907941,2407
SOM50196,"22 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Islamic State Somalia Province",,2,28,,706,"Eastern Africa",Somalia,Bari,Qandala,,"Buuraha Cali Miskat",10.8548,49.7434,1,"Undisclosed Source","Local partner-Other","On 22 May 2025, international forces (described as allied forces, coded as Unidentified Military Forces), conducted an airstrike targeting Islamic State Somalia Province at a base in Wangamle area in Buuraha Cali Miskat (Qandala, Bari). Casualties unknown.",0,,1748907941,2407
SOM50171,"21 May 2025",2025,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Police Forces of Somalia (2022-)",,1,16,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Heliwa",2.0844,45.39,1,"Undisclosed Source","Local partner-Other","On 21 May 2025, locals protested at the Livestock Market neighborhood in Mogadishu - Heliwa (Banadir) against the government's move to evict them from the land. They demanded justice and to return to their land. The police force opened fire to disperse the crowd. 1 protester was injured.",0,"crowd size=no report",1748304027,29984
SOM50172,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Gedo,Garbahaarey,,Garbahaarey,3.328,42.2199,1,"Al Furqaan; Calamada; Somali Memo",National,"On 21 May 2025, overnight, Al Shabaab conducted a hit-and-run attack against government security forces (SNA) and engaged them in an armed clash at the WPF base in Garbahaarey town (Garbahaarey, Gedo). The clash was initiated with RPGs. There were no casualties and Al Shabaab claimed responsibility.",0,,1748304027,7166
SOM50172,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Gedo,Garbahaarey,,Garbahaarey,3.328,42.2199,1,"Al Furqaan; Calamada; Somali Memo",National,"On 21 May 2025, overnight, Al Shabaab conducted a hit-and-run attack against government security forces (SNA) and engaged them in an armed clash at the WPF base in Garbahaarey town (Garbahaarey, Gedo). The clash was initiated with RPGs. There were no casualties and Al Shabaab claimed responsibility.",0,,1748304027,7166
SOM50173,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Hawadle Clan Militia (Somalia)",,4,24,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Aborey,4.0104,45.6813,1,"Caasimada; Hiiraan (Somalia); Radio Kulmiye; Undisclosed Source","Local partner-Other","On 21 May 2025, Hawadle clan militia attacked Al Shabaab and engaged them in an armed clash in Aborey village (Bulo Burto, Hiraan) and Yasooman (coded separately). Casualties unknown.",0,,1748304027,3362
SOM50173,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,24,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Aborey,4.0104,45.6813,1,"Caasimada; Hiiraan (Somalia); Radio Kulmiye; Undisclosed Source","Local partner-Other","On 21 May 2025, Hawadle clan militia attacked Al Shabaab and engaged them in an armed clash in Aborey village (Bulo Burto, Hiraan) and Yasooman (coded separately). Casualties unknown.",0,,1748304027,3362
SOM50174,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Moqokori,4.0625,46.1342,1,"Calamada; Somali Memo",National,"On 21 May 2025, Al Shabaab ambushed government security forces (SNA) and Hawadle clan militia and engaged them in an armed clash in the vicinity of Moqokori village (Bulo Burto, Hiraan). Al Shabaab claimed to have killed 3 soldiers and 34 others were injured.",3,,1748304027,2291
SOM50174,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)","Hawadle Clan Militia (Somalia)",1,12,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Moqokori,4.0625,46.1342,1,"Calamada; Somali Memo",National,"On 21 May 2025, Al Shabaab ambushed government security forces (SNA) and Hawadle clan militia and engaged them in an armed clash in the vicinity of Moqokori village (Bulo Burto, Hiraan). Al Shabaab claimed to have killed 3 soldiers and 34 others were injured.",3,,1748304027,2291
SOM50175,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Hawadle Clan Militia (Somalia)",,4,24,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Yasooman,4.0558,45.7487,1,"Caasimada; Hiiraan (Somalia); Undisclosed Source","Local partner-Other","On 21 May 2025, Hawadle clan militia attacked Al Shabaab and engaged them in an armed clash in Yasooman village (Bulo Burto, Hiraan) and Aborey (coded separately). Casualties unknown.",0,,1748304027,827
SOM50175,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,24,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Yasooman,4.0558,45.7487,1,"Caasimada; Hiiraan (Somalia); Undisclosed Source","Local partner-Other","On 21 May 2025, Hawadle clan militia attacked Al Shabaab and engaged them in an armed clash in Yasooman village (Bulo Burto, Hiraan) and Aborey (coded separately). Casualties unknown.",0,,1748304027,827
SOM50176,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) Special Forces","Military Forces of Somalia (2022-) Jubaland Security Force",1,12,,706,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,"Jana Cabdalle",0.0288,42.2882,2,"Hiiraan (Somalia)",National,"On 21 May 2025, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab in their hideouts and engaged them in an armed clash in Orgiyow area near Jana Cabdalle village (Afmadow, Lower Juba). Casualties unknown.",0,,1748304027,1061
SOM50176,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,"Jana Cabdalle",0.0288,42.2882,2,"Hiiraan (Somalia)",National,"On 21 May 2025, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab in their hideouts and engaged them in an armed clash in Orgiyow area near Jana Cabdalle village (Afmadow, Lower Juba). Casualties unknown.",0,,1748304027,1061
SOM50177,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) Special Forces","Unidentified Military Forces; Military Forces of Somalia (2022-) Jubaland Security Force",1,12,,706,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,"Yaaq Dabeyl",0.0862,42.2697,1,"Hiiraan (Somalia); Undisclosed Source","Local partner-Other","On 21 May 2025, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab and engaged them in an armed clash in Yaaq Dabeyl village (Afmadow, Lower Juba). The operation was supported by airstrikes from unidentified forces (described as international forces, coded as unidentified military forces). 2 militants were killed.",2,,1748304027,15
SOM50177,"21 May 2025",2025,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,"Yaaq Dabeyl",0.0862,42.2697,1,"Hiiraan (Somalia); Undisclosed Source","Local partner-Other","On 21 May 2025, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab and engaged them in an armed clash in Yaaq Dabeyl village (Afmadow, Lower Juba). The operation was supported by airstrikes from unidentified forces (described as international forces, coded as unidentified military forces). 2 militants were killed.",2,,1748304027,15
